X,Y,fid,Source,Impact,STATE,COUNTYNAME,FIPS
-81.78114,36.28465,"1783",FO,Road,NC,Watauga,"37189"
-81.78692,36.28319,"1784",FO,Road,NC,Watauga,"37189"
-81.78658,36.28393,"1785",FO,Other,NC,Watauga,"37189"
-81.79141,36.28188,"1786",FO,Building,NC,Watauga,"37189"
-81.79233,36.28488,"1787",FO,Road,NC,Watauga,"37189"
-81.79043,36.28759,"1788",FO,Building,NC,Watauga,"37189"
-81.75091,36.31239,"1789",FO,NONE,NC,Watauga,"37189"
-81.50332,36.50781,"1790",FO,Building,NC,Ashe,"37009"
-81.5042,36.50777,"1791",FO,Road,NC,Ashe,"37009"
-81.5014,36.51192,"1792",FO,Road,NC,Ashe,"37009"
-81.50651,36.50155,"1793",FO,Other,NC,Ashe,"37009"
-81.50822,36.50131,"1794",FO,Building,NC,Ashe,"37009"
-81.51846,36.50727,"1795",FO,Various,NC,Ashe,"37009"
-81.50006,36.49886,"1796",FO,Various,NC,Ashe,"37009"
-81.50133,36.49835,"1797",FO,Various,NC,Ashe,"37009"
-82.5182,35.3066,"1798",FO,UNCLEAR,NC,Henderson,"37089"
-82.51886,35.30619,"1799",FO,Building,NC,Henderson,"37089"
-82.20494,35.57332,"1800",FO,Road,NC,McDowell,"37111"
-82.34332,35.57098,"1801",S2,UNCLEAR,NC,Buncombe,"37021"
-82.34229,35.56972,"1802",S2,UNCLEAR,NC,Buncombe,"37021"
-82.40903,35.68972,"1803","S2,UA",Road,NC,Buncombe,"37021"
-82.40384,35.46328,"1804",S2,NONE,NC,Henderson,"37089"
-82.40341,35.46294,"1805",S2,River,NC,Henderson,"37089"
-82.40297,35.4608,"1806",S2,River,NC,Henderson,"37089"
-82.39926,35.47294,"1807",S2,River,NC,Buncombe,"37021"
-82.39782,35.47293,"1808",S2,River,NC,Buncombe,"37021"
-82.40228,35.48562,"1809",S2,Road,NC,Buncombe,"37021"
-82.39604,35.48493,"1810",S2,UNCLEAR,NC,Buncombe,"37021"
-82.37994,35.47879,"1811",S2,NONE,NC,Buncombe,"37021"
-82.37851,35.48774,"1812",S2,Various,NC,Buncombe,"37021"
-82.38026,35.42932,"1813",S2,Road,NC,Henderson,"37089"
-82.34499,35.44505,"1814",S2,NONE,NC,Henderson,"37089"
-82.31604,35.46367,"1815","PL,UA",Road,NC,Henderson,"37089"
-82.31553,35.46351,"1816","PL,UA",Road,NC,Henderson,"37089"
-82.31511,35.46322,"1817","PL,UA",Road,NC,Henderson,"37089"
-82.30791,35.46041,"1818","S2,UA",NONE,NC,Henderson,"37089"
-82.30742,35.4604,"1819","S2,UA",NONE,NC,Henderson,"37089"
-82.30696,35.46044,"1820","S2,UA",NONE,NC,Henderson,"37089"
-82.30679,35.46069,"1821","S2,UA",NONE,NC,Henderson,"37089"
-82.30851,35.47071,"1822","S2,UA",Building,NC,Henderson,"37089"
-82.32533,35.46872,"1823",S2,Road,NC,Henderson,"37089"
-82.31938,35.46386,"1824","PL,S2",River,NC,Henderson,"37089"
-82.40286,35.68534,"1825",S2,UNCLEAR,NC,Buncombe,"37021"
-82.39913,35.7084,"1826",S2,River,NC,Buncombe,"37021"
-82.30576,35.47627,"1827",S2,Various,NC,Henderson,"37089"
-82.30755,35.48574,"1828",S2,Road,NC,Henderson,"37089"
-82.30679,35.48612,"1829",S2,Road,NC,Henderson,"37089"
-82.08534,36.0078,"1830","PL,S2",NONE,NC,Mitchell,"37121"
-82.07616,35.98698,"1831",S2,NONE,NC,Mitchell,"37121"
-82.07814,35.99106,"1832",S2,NONE,NC,Mitchell,"37121"
-82.10134,35.99759,"1833",S2,NONE,NC,Mitchell,"37121"
-82.09996,35.99663,"1834",S2,NONE,NC,Mitchell,"37121"
-82.25048,35.57587,"1835","PL,S2",Other,NC,McDowell,"37111"
-82.23501,35.56748,"1836",S2,UNCLEAR,NC,McDowell,"37111"
-82.2434,35.5798,"1837","PL,S2",Road,NC,McDowell,"37111"
-82.23773,35.57688,"1838","PL,S2",Road,NC,McDowell,"37111"
-82.23389,35.58259,"1839",S2,Road,NC,McDowell,"37111"
-82.09314,35.94858,"1840",S2,Road,NC,Mitchell,"37121"
-82.22368,35.5736,"1841","PL,S2",Other,NC,McDowell,"37111"
-82.2191,35.6252,"1842","PL,S2",Road,NC,McDowell,"37111"
-82.21728,35.62545,"1843","PL,S2",Road,NC,McDowell,"37111"
-82.21294,35.62543,"1844","PL,S2",Road,NC,McDowell,"37111"
-82.13243,35.8543,"1845","S2,UA",Road,NC,Mitchell,"37121"
-82.26562,35.83138,"1846",S2,Road,NC,Yancey,"37199"
-82.27497,35.82667,"1847",S2,Road,NC,Yancey,"37199"
-82.31704,35.84917,"1848",S2,Building,NC,Yancey,"37199"
-82.30289,35.88283,"1849",S2,Building,NC,Yancey,"37199"
-82.21096,35.65943,"1850",S2,NONE,NC,McDowell,"37111"
-82.73555,36.02044,"1851",S2,Road,TN,Greene,"47059"
-82.20802,35.66701,"1852",S2,NONE,NC,McDowell,"37111"
-82.20229,35.67317,"1853",S2,NONE,NC,McDowell,"37111"
-82.16635,35.70634,"1854",S2,NONE,NC,McDowell,"37111"
-82.13428,35.73094,"1855","PL,S2",UNCLEAR,NC,McDowell,"37111"
-82.13369,35.7311,"1856","PL,S2",UNCLEAR,NC,McDowell,"37111"
-82.12972,35.7326,"1857","PL,S2",Road,NC,McDowell,"37111"
-82.33995,35.88164,"1858",S2,Building,NC,Yancey,"37199"
-82.34168,35.88587,"1859",S2,Building,NC,Yancey,"37199"
-82.34644,35.89396,"1860",S2,Building,NC,Yancey,"37199"
-82.33112,35.92978,"1861",S2,NONE,NC,Yancey,"37199"
-82.3174,35.56598,"1862",S2,NONE,NC,Buncombe,"37021"
-82.31088,35.59618,"1863","PL,S2",Road,NC,Buncombe,"37021"
-82.29212,35.63454,"1864","PL,S2",NONE,NC,Buncombe,"37021"
-82.29953,35.63829,"1865","PL,S2",NONE,NC,Buncombe,"37021"
-82.34556,35.88641,"1866","PL,S2",Road,NC,Yancey,"37199"
-82.26376,35.62594,"1867","PL,S2",Other,NC,McDowell,"37111"
-82.2621,35.62672,"1868","PL,S2",Other,NC,McDowell,"37111"
-82.26033,35.62773,"1869","PL,S2",Other,NC,McDowell,"37111"
-82.25661,35.62871,"1870","PL,S2",UNCLEAR,NC,McDowell,"37111"
-82.25628,35.62906,"1871","PL,S2",UNCLEAR,NC,McDowell,"37111"
-82.25679,35.62953,"1872","PL,S2",Other,NC,McDowell,"37111"
-82.25623,35.63029,"1873","PL,S2",Other,NC,McDowell,"37111"
-82.25619,35.63068,"1874","PL,S2",Other,NC,McDowell,"37111"
-82.25562,35.63073,"1875","PL,S2",Other,NC,McDowell,"37111"
-82.25596,35.63258,"1876","PL,S2",Other,NC,McDowell,"37111"
-82.32368,35.8983,"1877",S2,River,NC,Yancey,"37199"
-82.25436,35.63283,"1878","PL,S2",Other,NC,McDowell,"37111"
-82.25517,35.63213,"1879","PL,S2",Other,NC,McDowell,"37111"
-82.24967,35.63327,"1880","PL,S2",NONE,NC,McDowell,"37111"
-82.24965,35.63624,"1881","PL,S2",Road,NC,McDowell,"37111"
-82.24897,35.63646,"1882","PL,S2",NONE,NC,McDowell,"37111"
-82.24909,35.63608,"1883","PL,S2",NONE,NC,McDowell,"37111"
-82.24782,35.63611,"1884","PL,S2",Other,NC,McDowell,"37111"
-82.24407,35.63559,"1885","PL,S2",Other,NC,McDowell,"37111"
-82.24373,35.63538,"1886","PL,S2",Other,NC,McDowell,"37111"
-82.24055,35.63516,"1887","PL,S2",Other,NC,McDowell,"37111"
-82.24093,35.63414,"1888","PL,S2",NONE,NC,McDowell,"37111"
-82.25539,35.65059,"1889",S2,NONE,NC,McDowell,"37111"
-82.25514,35.65231,"1890","PL,S2",UNCLEAR,NC,McDowell,"37111"
-82.27091,35.62611,"1891","PL,S2",Road,NC,McDowell,"37111"
-82.26672,35.23347,"1892",S2,UNCLEAR,NC,Polk,"37149"
-82.26463,35.24975,"1893",PL,NONE,NC,Polk,"37149"
-82.30586,35.23118,"1894",S2,Other,NC,Polk,"37149"
-82.29724,35.23324,"1895",S2,NONE,NC,Polk,"37149"
-82.32841,35.25534,"1896","PL,S2",Road,NC,Polk,"37149"
-82.33962,35.27623,"1897",S2,NONE,NC,Polk,"37149"
-82.33746,35.27475,"1898",S2,NONE,NC,Polk,"37149"
-82.33686,35.27506,"1899",S2,NONE,NC,Polk,"37149"
-82.22401,35.27007,"1900","PL,S2",Building,NC,Polk,"37149"
-82.2215,35.26384,"1901",S2,NONE,NC,Polk,"37149"
-82.22465,35.26844,"1902","PL,S2",UNCLEAR,NC,Polk,"37149"
-82.23898,35.28279,"1903",PL,NONE,NC,Polk,"37149"
-82.35155,35.28421,"1904","NO,S2",River,NC,Henderson,"37089"
-82.35184,35.29701,"1905","NO,PL,S2",Road,NC,Henderson,"37089"
-82.33146,35.33062,"1906","PL,S2",UNCLEAR,NC,Henderson,"37089"
-82.33521,35.32445,"1907","PL,S2",Other,NC,Henderson,"37089"
-82.39855,35.40947,"1908",S2,UNCLEAR,NC,Henderson,"37089"
-82.29426,35.30029,"1909","PL,S2",NONE,NC,Polk,"37149"
-82.35113,35.95398,"1910",S2,UNCLEAR,NC,Yancey,"37199"
-82.34805,36.2584,"1911",S2,NONE,TN,Washington,"47179"
-82.03377,36.52168,"1912",S2,NONE,TN,Sullivan,"47163"
-82.11202,36.65419,"1913",S2,Other,VA,Washington,"51191"
-81.86484,36.17132,"1914",S2,Road,NC,Avery,"37011"
-81.89805,36.14526,"1915",S2,Road,NC,Avery,"37011"
-82.31181,35.3404,"1916","PL,S2",River,NC,Henderson,"37089"
-82.29387,35.33674,"1917",S2,Road,NC,Polk,"37149"
-81.95234,36.09659,"1918",S2,Road,NC,Avery,"37011"
-81.98359,36.11572,"1919",NO,Building,NC,Avery,"37011"
-82.31863,35.36231,"1920","PL,S2",River,NC,Henderson,"37089"
-82.31791,35.36206,"1921","PL,S2",River,NC,Henderson,"37089"
-82.31649,35.36156,"1922","PL,S2",River,NC,Henderson,"37089"
-82.33,35.35776,"1923","PL,S2",Building,NC,Henderson,"37089"
-82.2874,35.37247,"1924","PL,S2",Road,NC,Henderson,"37089"
-82.28651,35.37139,"1925","PL,S2",Road,NC,Henderson,"37089"
-82.28595,35.3722,"1926","PL,S2",Road,NC,Henderson,"37089"
-82.28543,35.3724,"1927","PL,S2",Building,NC,Henderson,"37089"
-82.29071,35.37725,"1928","PL,S2",Road,NC,Henderson,"37089"
-81.98008,36.09721,"1929",S2,River,NC,Avery,"37011"
-82.26493,35.70239,"1930","PL,S2",Road,NC,Yancey,"37199"
-81.97256,36.07806,"1931",S2,Road,NC,Avery,"37011"
-82.28705,35.71383,"1932","PL,S2",River,NC,Buncombe,"37021"
-82.24265,35.73367,"1933","PL,S2",River,NC,Yancey,"37199"
-82.2411,35.73561,"1934","PL,S2",NONE,NC,Yancey,"37199"
-82.24368,35.74767,"1935",S2,River,NC,Yancey,"37199"
-82.24263,35.74592,"1936",S2,River,NC,Yancey,"37199"
-82.22439,35.73417,"1937",S2,UNCLEAR,NC,Yancey,"37199"
-82.0005,36.07401,"1938","NO,S2",Road,NC,Avery,"37011"
-82.20133,35.72057,"1939","PL,S2",NONE,NC,McDowell,"37111"
-82.19653,35.71661,"1940",S2,Road,NC,McDowell,"37111"
-82.1938,35.71551,"1941","PL,S2",Road,NC,McDowell,"37111"
-82.21821,35.70366,"1942","PL,S2",NONE,NC,McDowell,"37111"
-82.21902,35.70289,"1943","PL,S2",NONE,NC,McDowell,"37111"
-82.24272,35.71057,"1944","PL,S2",UNCLEAR,NC,McDowell,"37111"
-82.24674,35.72664,"1945","PL,S2",River,NC,Yancey,"37199"
-82.24701,35.72471,"1946","PL,S2",Road,NC,Yancey,"37199"
-82.27033,35.69313,"1947",S2,NONE,NC,McDowell,"37111"
-82.24449,35.66997,"1948","PL,S2",NONE,NC,McDowell,"37111"
-82.23763,35.69233,"1949","PL,S2",NONE,NC,McDowell,"37111"
-82.2308,35.69218,"1950","PL,S2",Road,NC,McDowell,"37111"
-82.22955,35.69156,"1951","PL,S2",River,NC,McDowell,"37111"
-82.23259,35.68958,"1952","PL,S2",NONE,NC,McDowell,"37111"
-82.02828,36.07426,"1953",S2,River,NC,Avery,"37011"
-82.22214,35.6858,"1954",S2,Road,NC,McDowell,"37111"
-82.2098,35.68457,"1955",S2,Other,NC,McDowell,"37111"
-82.0029,36.04767,"1956","NO,S2",Road,NC,Avery,"37011"
-82.00299,36.04894,"1957","NO,S2",Other,NC,Avery,"37011"
-82.20248,35.68446,"1958",S2,Road,NC,McDowell,"37111"
-82.20267,35.68597,"1959",PL,UNCLEAR,NC,McDowell,"37111"
-82.20003,35.68722,"1960",PL,Road,NC,McDowell,"37111"
-82.19963,35.68755,"1961",PL,Road,NC,McDowell,"37111"
-82.0166,36.02829,"1962",NO,Road,NC,Avery,"37011"
-82.23724,35.66876,"1963",PL,NONE,NC,McDowell,"37111"
-82.03378,36.00897,"1964","NO,S2",Road,NC,Avery,"37011"
-82.23023,35.66125,"1965","PL,S2",NONE,NC,McDowell,"37111"
-82.21689,35.66626,"1966",S2,NONE,NC,McDowell,"37111"
-82.21763,35.66641,"1967",S2,NONE,NC,McDowell,"37111"
-82.23885,35.65444,"1968","PL,S2",Other,NC,McDowell,"37111"
-82.2378,35.64956,"1969","PL,S2",UNCLEAR,NC,McDowell,"37111"
-82.24423,35.65438,"1970",PL,Other,NC,McDowell,"37111"
-82.24638,35.65401,"1971","PL,S2",Road,NC,McDowell,"37111"
-82.24476,35.65634,"1972","PL,UA",Other,NC,McDowell,"37111"
-82.24507,35.65713,"1973","PL,UA",Other,NC,McDowell,"37111"
-82.2442,35.65504,"1974","PL,S2,UA",Other,NC,McDowell,"37111"
-82.24648,35.65673,"1975",PL,Road,NC,McDowell,"37111"
-82.24561,35.65853,"1976","PL,S2",Other,NC,McDowell,"37111"
-82.24701,35.65847,"1977","PL,S2",Other,NC,McDowell,"37111"
-82.24696,35.65892,"1978",PL,Other,NC,McDowell,"37111"
-82.1053,36.07448,"1979",S2,Other,NC,Mitchell,"37121"
-82.25689,35.65617,"1980","PL,S2",River,NC,McDowell,"37111"
-82.2575,35.65557,"1981",PL,Other,NC,McDowell,"37111"
-82.25368,35.6576,"1982",PL,Other,NC,McDowell,"37111"
-82.25433,35.65715,"1983",PL,Other,NC,McDowell,"37111"
-82.25111,35.65995,"1984",PL,Other,NC,McDowell,"37111"
-82.25094,35.65905,"1985",PL,Road,NC,McDowell,"37111"
-82.25059,35.65809,"1986",PL,UNCLEAR,NC,McDowell,"37111"
-82.25132,35.65736,"1987",PL,Building,NC,McDowell,"37111"
-81.66032,36.42836,"1988",S2,Road,NC,Ashe,"37009"
-81.66903,36.42112,"1989",S2,Road,NC,Ashe,"37009"
-81.67804,36.40452,"1990",S2,Building,NC,Ashe,"37009"
-81.6771,36.41209,"1991",S2,Other,NC,Ashe,"37009"
-81.67695,36.41322,"1992",S2,UNCLEAR,NC,Ashe,"37009"
-81.72587,36.36915,"1993",S2,Building,NC,Watauga,"37189"
-81.77192,36.35527,"1994",S2,River,TN,Johnson,"47091"
-81.75738,36.3473,"1995",S2,Other,TN,Johnson,"47091"
-81.75763,36.34668,"1996",S2,Other,TN,Johnson,"47091"
-81.75725,36.34687,"1997",S2,Other,TN,Johnson,"47091"
-81.76252,36.34939,"1998",S2,Other,TN,Johnson,"47091"
-81.76251,36.35119,"1999",S2,Other,TN,Johnson,"47091"
-81.77378,36.33215,"2000",S2,Road,NC,Watauga,"37189"
-82.3892,35.67748,"2001",S2,NONE,NC,Buncombe,"37021"
-82.37113,35.70131,"2002","PL,S2",NONE,NC,Buncombe,"37021"
-82.3714,35.70062,"2003","PL,S2",NONE,NC,Buncombe,"37021"
-82.37143,35.70018,"2004","PL,S2",NONE,NC,Buncombe,"37021"
-82.30134,35.71048,"2005",UA,River,NC,Buncombe,"37021"
-82.31199,35.70355,"2006",UA,River,NC,Buncombe,"37021"
-82.39156,35.73613,"2007",S2,River,NC,Buncombe,"37021"
-82.38675,35.74113,"2008",S2,River,NC,Buncombe,"37021"
-82.31734,35.7522,"2009","PL,S2",River,NC,Yancey,"37199"
-82.18409,35.44232,"2010","PL,S2",NONE,NC,Rutherford,"37161"
-82.15629,35.51237,"2011","PL,S2",NONE,NC,Rutherford,"37161"
-82.19246,35.54115,"2012","PL,S2",Road,NC,McDowell,"37111"
-82.17598,35.54808,"2013","PL,S2",Building,NC,McDowell,"37111"
-82.17924,35.543,"2014",PL,UNCLEAR,NC,McDowell,"37111"
-82.17183,35.5405,"2015",PL,Road,NC,McDowell,"37111"
-82.22296,35.53663,"2016","PL,S2",Other,NC,Buncombe,"37021"
-82.18518,35.51315,"2017",S2,River,NC,Rutherford,"37161"
-82.1883,35.49723,"2018","PL,S2",NONE,NC,Rutherford,"37161"
-82.21741,35.50901,"2019",S2,Other,NC,Rutherford,"37161"
-82.21318,35.56137,"2020","PL,S2",Building,NC,McDowell,"37111"
-82.22223,35.48177,"2021",S2,NONE,NC,Rutherford,"37161"
-82.22444,35.48037,"2022","PL,S2",NONE,NC,Rutherford,"37161"
-82.21547,35.47928,"2023",PL,NONE,NC,Rutherford,"37161"
-82.2067,35.48266,"2024",PL,NONE,NC,Rutherford,"37161"
-82.21212,35.47881,"2025",PL,NONE,NC,Rutherford,"37161"
-82.2117,35.47859,"2026",PL,NONE,NC,Rutherford,"37161"
-82.23684,35.48169,"2027",PL,UNCLEAR,NC,Buncombe,"37021"
-82.23046,35.47479,"2028",PL,NONE,NC,Rutherford,"37161"
-82.22209,35.47517,"2029",PL,NONE,NC,Rutherford,"37161"
-82.22901,35.49258,"2030",PL,NONE,NC,Buncombe,"37021"
-82.23982,35.46742,"2031",PL,NONE,NC,Rutherford,"37161"
-82.24461,35.46619,"2032",PL,NONE,NC,Rutherford,"37161"
-82.23004,35.46092,"2033",PL,NONE,NC,Rutherford,"37161"
-82.22953,35.45991,"2034",PL,NONE,NC,Rutherford,"37161"
-82.24792,35.46348,"2035","PL,S2",NONE,NC,Rutherford,"37161"
-82.24607,35.46283,"2036","PL,S2",Various,NC,Rutherford,"37161"
-82.24367,35.46274,"2037","PL,S2",Various,NC,Rutherford,"37161"
-82.24292,35.46234,"2038","PL,S2",Various,NC,Rutherford,"37161"
-82.24521,35.46419,"2039","PL,S2",NONE,NC,Rutherford,"37161"
-82.23697,35.46095,"2040",PL,River,NC,Rutherford,"37161"
-82.24759,35.45693,"2041",S2,Various,NC,Rutherford,"37161"
-82.24468,35.45755,"2042","PL,S2",Various,NC,Rutherford,"37161"
-82.24023,35.46128,"2043",S2,River,NC,Rutherford,"37161"
-82.24834,35.45635,"2044","PL,S2",Various,NC,Rutherford,"37161"
-82.24799,35.45455,"2045","PL,S2",Various,NC,Rutherford,"37161"
-82.24708,35.45282,"2046","PL,S2",Various,NC,Rutherford,"37161"
-82.24677,35.4522,"2047",PL,Various,NC,Rutherford,"37161"
-82.25101,35.45387,"2048",PL,NONE,NC,Rutherford,"37161"
-82.25036,35.45288,"2049","PL,S2",NONE,NC,Rutherford,"37161"
-82.24623,35.45697,"2050",S2,Various,NC,Rutherford,"37161"
-82.22599,35.45236,"2051",PL,NONE,NC,Rutherford,"37161"
-82.09831,35.8398,"2052",S2,Road,NC,McDowell,"37111"
-82.11262,35.82986,"2053",S2,River,NC,McDowell,"37111"
-82.16451,35.76876,"2054",S2,Road,NC,McDowell,"37111"
-82.23533,35.44163,"2055",PL,NONE,NC,Rutherford,"37161"
-82.2414,35.44103,"2056",PL,Other,NC,Rutherford,"37161"
-82.24483,35.44206,"2057",PL,Other,NC,Rutherford,"37161"
-82.24858,35.44276,"2058",PL,NONE,NC,Rutherford,"37161"
-82.24928,35.442,"2059",PL,Other,NC,Rutherford,"37161"
-82.24659,35.44381,"2060",PL,Other,NC,Rutherford,"37161"
-82.24576,35.44361,"2061",PL,Other,NC,Rutherford,"37161"
-82.24551,35.44343,"2062",PL,Other,NC,Rutherford,"37161"
-82.25069,35.44572,"2063","PL,S2",UNCLEAR,NC,Rutherford,"37161"
-82.25424,35.44792,"2064","PL,S2",NONE,NC,Rutherford,"37161"
-82.25743,35.44523,"2065",PL,Road,NC,Rutherford,"37161"
-82.26042,35.44308,"2066","PL,S2",Road,NC,Rutherford,"37161"
-82.26152,35.44317,"2067","PL,S2",Road,NC,Rutherford,"37161"
-82.26219,35.44865,"2068",PL,Various,NC,Rutherford,"37161"
-82.26203,35.44806,"2069",PL,Various,NC,Rutherford,"37161"
-82.26335,35.44566,"2070","PL,S2",Various,NC,Rutherford,"37161"
-82.26265,35.44334,"2071",PL,Various,NC,Rutherford,"37161"
-82.25524,35.44333,"2072",PL,UNCLEAR,NC,Rutherford,"37161"
-82.26826,35.44645,"2073",PL,NONE,NC,Rutherford,"37161"
-82.26702,35.44611,"2074",PL,NONE,NC,Rutherford,"37161"
-82.26469,35.45193,"2075",PL,UNCLEAR,NC,Rutherford,"37161"
-82.26909,35.45067,"2076","PL,S2",UNCLEAR,NC,Rutherford,"37161"
-82.27351,35.45109,"2077","PL,S2",UNCLEAR,NC,Rutherford,"37161"
-82.27097,35.46382,"2078",S2,Road,NC,Henderson,"37089"
-82.277,35.4679,"2079",PL,Various,NC,Henderson,"37089"
-82.28113,35.4672,"2080","PL,S2",UNCLEAR,NC,Henderson,"37089"
-82.42704,36.06263,"2081","PL,S2",River,TN,Unicoi,"47171"
-82.47207,35.96659,"2082",PL,Other,NC,Yancey,"37199"
-82.37064,35.94122,"2083",PL,Other,NC,Yancey,"37199"
-82.36472,35.95157,"2084",PL,Other,NC,Yancey,"37199"
-82.35338,35.94768,"2085","PL,S2",Building,NC,Yancey,"37199"
-82.35171,35.94561,"2086","PL,S2",Road,NC,Yancey,"37199"
-82.29919,35.77037,"2087",S2,UNCLEAR,NC,Yancey,"37199"
-82.32128,35.77701,"2088",S2,UNCLEAR,NC,Yancey,"37199"
-82.23221,35.74983,"2089",S2,NONE,NC,Yancey,"37199"
-82.23566,35.75481,"2090",S2,Various,NC,Yancey,"37199"
-81.70148,36.26014,"2091",S2,River,NC,Watauga,"37189"
-81.67685,36.25933,"2092",S2,NONE,NC,Watauga,"37189"
-81.61471,36.23831,"2093",S2,UNCLEAR,NC,Watauga,"37189"
-81.6074,36.23206,"2094",S2,UNCLEAR,NC,Watauga,"37189"
-82.18904,35.73781,"2095",S2,NONE,NC,McDowell,"37111"
-82.18769,35.73851,"2096",S2,NONE,NC,McDowell,"37111"
-82.1709,35.74524,"2097",PL,River,NC,McDowell,"37111"
-82.18487,35.7263,"2098",S2,Road,NC,McDowell,"37111"
-82.1845,35.72564,"2099",S2,Road,NC,McDowell,"37111"
-82.1785,35.73491,"2100",S2,NONE,NC,McDowell,"37111"
-82.28612,35.46456,"2101",S2,Building,NC,Henderson,"37089"
-82.28707,35.46495,"2102",S2,River,NC,Henderson,"37089"
-82.28751,35.46522,"2103",S2,River,NC,Henderson,"37089"
-82.28003,35.45604,"2104",S2,NONE,NC,Henderson,"37089"
-82.2796,35.456,"2105",S2,NONE,NC,Henderson,"37089"
-82.28414,35.45443,"2106",S2,Road,NC,Henderson,"37089"
-81.75534,36.33356,"2107",S2,Road,NC,Watauga,"37189"
-81.74009,36.27648,"2108",S2,Various,NC,Watauga,"37189"
-81.74035,36.2769,"2109",S2,Various,NC,Watauga,"37189"
-81.75098,36.32746,"2110",S2,Other,NC,Watauga,"37189"
-81.75825,36.31369,"2111",S2,Other,NC,Watauga,"37189"
-81.76155,36.31272,"2112",S2,NONE,NC,Watauga,"37189"
-81.52663,36.21271,"2113",S2,UNCLEAR,NC,Watauga,"37189"
-81.52649,36.21229,"2114",S2,UNCLEAR,NC,Watauga,"37189"
-81.52642,36.21184,"2115",S2,UNCLEAR,NC,Watauga,"37189"
-81.52633,36.2115,"2116",S2,UNCLEAR,NC,Watauga,"37189"
-81.52621,36.21108,"2117",S2,UNCLEAR,NC,Watauga,"37189"
-81.52533,36.21171,"2118",S2,UNCLEAR,NC,Watauga,"37189"
-81.52585,36.21202,"2119",S2,UNCLEAR,NC,Watauga,"37189"
-81.52621,36.21281,"2120",S2,UNCLEAR,NC,Watauga,"37189"
-81.766,36.29502,"2121",PL,Other,NC,Watauga,"37189"
-81.76608,36.29549,"2122",PL,Other,NC,Watauga,"37189"
-81.8009,36.29173,"2123",S2,Other,NC,Watauga,"37189"
-81.58225,36.18526,"2124",S2,NONE,NC,Watauga,"37189"
-81.59098,36.20081,"2125",S2,UNCLEAR,NC,Watauga,"37189"
-81.59587,36.20007,"2126",S2,UNCLEAR,NC,Watauga,"37189"
-81.59574,36.20086,"2127",S2,UNCLEAR,NC,Watauga,"37189"
-81.792,36.28495,"2128",PL,Road,NC,Watauga,"37189"
-81.79445,36.28522,"2129",PL,Various,NC,Watauga,"37189"
-82.29136,35.54316,"2130",S2,NONE,NC,Buncombe,"37021"
-81.48318,36.52081,"2131",S2,NONE,NC,Ashe,"37009"
-81.46768,36.5178,"2132",S2,NONE,NC,Ashe,"37009"
-81.4671,36.51841,"2133",S2,NONE,NC,Ashe,"37009"
-81.53911,36.5715,"2134",S2,Road,NC,Ashe,"37009"
-81.5593,36.59473,"2135",S2,UNCLEAR,VA,Grayson,"51077"
-82.34281,35.52276,"2136",PL,NONE,NC,Buncombe,"37021"
-82.33997,35.52079,"2137",PL,UNCLEAR,NC,Buncombe,"37021"
-82.33813,35.52925,"2138",PL,NONE,NC,Buncombe,"37021"
-82.33872,35.52811,"2139",PL,NONE,NC,Buncombe,"37021"
-82.34424,35.52451,"2140",PL,NONE,NC,Buncombe,"37021"
-82.34843,35.5264,"2141",PL,Other,NC,Buncombe,"37021"
-82.34633,35.52662,"2142",PL,Other,NC,Buncombe,"37021"
-81.19595,36.63049,"2143",S2,River,VA,Grayson,"51077"
-81.14009,36.5702,"2144",S2,Road,VA,Grayson,"51077"
-81.17032,36.41005,"2145",S2,NONE,NC,Wilkes,"37193"
-81.77589,36.26155,"2146",PL,NONE,NC,Watauga,"37189"
-81.77603,36.26124,"2147",PL,NONE,NC,Watauga,"37189"
-81.77616,36.26062,"2148",PL,NONE,NC,Watauga,"37189"
-81.75284,36.27199,"2149",S2,Building,NC,Watauga,"37189"
-81.75249,36.2718,"2150",S2,Building,NC,Watauga,"37189"
-81.75232,36.27148,"2151",S2,Building,NC,Watauga,"37189"
-81.75209,36.27105,"2152",S2,Building,NC,Watauga,"37189"
-81.75204,36.27074,"2153",S2,Building,NC,Watauga,"37189"
-81.74679,36.23342,"2154",S2,NONE,NC,Watauga,"37189"
-81.74213,36.24129,"2155",FO,Other,NC,Watauga,"37189"
-81.73357,36.24484,"2156",MR,Various,NC,Watauga,"37189"
-81.73322,36.24366,"2157",MR,Various,NC,Watauga,"37189"
-81.55625,36.42831,"2158",S2,NONE,NC,Ashe,"37009"
-81.55401,36.42595,"2159",S2,NONE,NC,Ashe,"37009"
-81.63152,36.49869,"2160",S2,River,NC,Ashe,"37009"
-81.62493,36.51046,"2161",S2,River,NC,Ashe,"37009"
-81.62644,36.51051,"2162",S2,River,NC,Ashe,"37009"
-81.61943,36.49192,"2163",S2,Road,NC,Ashe,"37009"
-81.61117,36.48805,"2164",S2,River,NC,Ashe,"37009"
-81.59665,36.46131,"2165",S2,River,NC,Ashe,"37009"
-81.60517,36.47728,"2166",S2,River,NC,Ashe,"37009"
-81.60855,36.47572,"2167",S2,River,NC,Ashe,"37009"
-81.66233,36.48248,"2168",S2,UNCLEAR,NC,Ashe,"37009"
-82.13378,35.72199,"2169",S2,River,NC,McDowell,"37111"
-82.13576,35.72194,"2170",S2,River,NC,McDowell,"37111"
